PROLIFIC_PID,id,PID,date,timer_total,age,gender,gender_open,rururb01,rururb02,rururb02_open,rururb03,education,party,party_open,party_closer,party_preference,party_strength,party_importance,party_importance_raw,affpol_raw,affpol_weighted,valence_democrats,valence_republicans,arousal_democrats,arousal_republicans,condition,outparty_estimate,deviation,control_est_dem,control_est_rep,treat_est_dem_01,treat_est_dem_02,treat_est_dem_03,treat_est_rep_01,treat_est_rep_02,treat_est_rep_03,k_rural,k_urban,k_ingroup,k_outgroup,k_mean,k_outgroup_ingroup,beta,manip_check_01,democratic_support,freefair,freefair_raw,ethnicity01,ethnicity02,ethnicity_open,income,treat_dem_surprise,treat_rep_surprise,treat_dem_credible,treat_rep_credible,purpose,feedback,pre_commitment,pre_attention,post_attention,max_boxes,easy65,hard80,hard95,work_total,work_voteurban,work_voterural,work_ingroup,work_outgroup,work_difference,democratic_support_raw,antidemocratic_01,antidemocratic_02,antidemocratic_03,antidemocratic_04,democratic_01,democratic_02,democratic_03,democratic_04,freefair_01,freefair_02,freefair_02_r,inparty,outparty
136,R_7cnqrKruSp4a70i,P609,24/02/2026 17:58,654,23,Woman,,City,City,,5,"College, but not degree",Democrat,,NA,Democrat,Strong,1.1504505656455,100,1.71329713959852,-0.928035781821143,100,0,100,0,Control,4,0,Often,NA,NA,NA,NA,NA,NA,NA,0.117231540584497,0.44774338058637,0.44774338058637,0.117231540584497,0.2824874605854335,-0.33051184000187295,3.4006338665664,Republican,-3.1063683251082,-0.352822307435849,8,Black or African-American,NA,,"$40,000 to $49,999",NA,NA,NA,NA,I found the task to be easy to complete.,I have no comments.,"Yes, I will",passed,passed,38,25,30,36,15,6,9,6,9,-3,50,100,100,100,50,0,0,0,50,3,1,5,Democrat,Republican
137,R_132ZxaLgkIqTD9X,P13,24/02/2026 17:59,786,74,Woman,,Suburb,City,,1,4-year college degree,Democrat,,NA,Democrat,Strong,0.352046315143038,81,-0.0787414005050711,0.215295233603261,76,28,81,78,Control,3,-1,Sometimes,NA,NA,NA,NA,NA,NA,NA,1.38814382524507,0.275507511466067,0.275507511466067,1.38814382524507,0.8318256683555685,1.112636313779003,3.75592511105857,Republican,0.898803886414699,0.939203043737683,10,White,NA,,"$100,000 to $149,999",NA,NA,NA,NA,Interesting and fun,no,"Yes, I will",passed,passed,13,8,10,12,8,7,1,7,1,6,400,0,0,0,0,100,100,100,100,5,1,5,Democrat,Republican
138,R_39XONcmASY96yUp,P161,24/02/2026 17:59,631,54,Man,,Small town,Small-town,,4,Postgraduate degree,Democrat,,NA,Democrat,Strong,1.1504505656455,100,1.36867434342475,1.74765073784036,90,0,75,90,Control,4,0,Often,NA,NA,NA,NA,NA,NA,NA,0.326030202371591,0.324918629740971,0.324918629740971,0.326030202371591,0.325474416056281,0.0011115726306200058,3.99687223430883,Democrat,0.898803886414699,0.939203043737683,10,White,NA,,"$80,000 to $89,999",NA,NA,NA,NA,It was kind of fun,no,"Yes, I will",passed,passed,25,16,20,24,14,7,7,7,7,0,400,0,0,0,0,100,100,100,100,5,1,5,Democrat,Republican
139,R_7ScU3MPRbtoAQJq,P596,24/02/2026 18:00,724,26,Man,,Suburb,Suburb,,4,"College, but not degree",Democrat,,NA,Democrat,Strong,0.268003762458569,79,-0.0787414005050711,-0.56286421486774,81,33,26,20,Treatment,2,-2,NA,NA,Rarely,Often,NA,NA,NA,NA,0.121654543040568,0.401087866503778,0.401087866503778,0.121654543040568,0.261371204772173,-0.27943332346321,3.79499677797974,Republican,0.132099491637458,-0.998834983022615,7,White,"Hispanic, Latino, or Spanish origin",,"$70,000 to $79,999",89,NA,60,NA,I found it relatively easy despite not using a mouse for my laptop,,"Yes, I will",passed,passed,23,15,18,22,15,7,8,7,8,-1,333,11,9,43,4,89,91,57,96,4,3,3,Democrat,Republican
14,R_3OksyeyznPgSJj0,P184,24/02/2026 16:38,974,35,Woman,,Suburb,Small-town,,5,High school,Democrat,,NA,Democrat,Strong,1.1504505656455,100,1.71329713959852,-0.388931895163427,100,0,3,100,Treatment,1,-3,NA,NA,Almost never,Often,NA,NA,NA,NA,1.05797617815356,0.585903583582953,0.585903583582953,1.05797617815356,0.8219398808682565,0.4720725945706069,2.00863755051455,Republican,-0.245531031163273,-1.64484765860938,6,Black or African-American,NA,,"$50,000 to $59,999",100,NA,52,NA,I enjoyed it really did.,Thank you for the opportunity,"Yes, I will",passed,passed,28,18,22,27,8,5,3,5,3,2,300,0,0,100,0,100,100,0,100,5,5,1,Democrat,Republican
140,R_3uUFXIGTOxDCOM9,P277,24/02/2026 18:00,1275,29,Woman,,City,Rural,,3,4-year college degree,Democrat,,NA,Democrat,Strong,-0.110187724621543,70,0.748353310311971,0.687047558195895,75,3,55,60,Treatment,4,0,NA,NA,Often,NA,NA,NA,NA,NA,0.903754953519439,0.244152475687584,0.244152475687584,0.903754953519439,0.5739537146035115,0.659602477831855,1.97189593545759,Republican,-1.04656547346785,-1.64484765860938,6,Black or African-American,NA,,"$90,000 to $99,999",20,NA,70,NA,okay,no,"Yes, I will",passed,passed,18,12,14,17,10,6,4,6,4,2,230,50,50,50,20,50,50,50,80,3,3,3,Democrat,Republican
141,R_102efBu8oPjvAkB,P02,24/02/2026 18:02,2511,50,Man,,City,City,,5,4-year college degree,Republican,,NA,Republican,Strong,1.1504505656455,100,0.059107717964436,0.227039824346663,48,100,52,100,Treatment,1,-3,NA,NA,NA,NA,NA,Almost never,Often,NA,0.29912577892845,0.145625147581399,0.29912577892845,0.145625147581399,0.2223754632549245,-0.153500631347051,3.64883453001427,Republican,-1.24110240945611,-0.998834983022615,7,"Hispanic, Latino, or Spanish origin",NA,,"$100,000 to $149,999",NA,63,NA,41,it was interesting and insightful,no comments,"Yes, I will",passed,passed,32,21,26,30,12,7,5,5,7,-2,213,39,64,67,17,61,36,33,83,4,3,3,Republican,Democrat
142,R_1zHXq09JNKoc0tT,P133,24/02/2026 18:04,1730,63,Woman,,Rural area,Rural,,4,"College, but not degree",Democrat,,NA,Democrat,Strong,0.73023780222315,90,1.02405154725099,1.26182972580875,85,5,70,80,Treatment,2,-2,NA,NA,Rarely,Often,NA,NA,NA,NA,1.49112614327449,0.498197461348194,0.498197461348194,1.49112614327449,0.994661802311342,0.992928681926296,4.13570007046608,Republican,0.200759586692136,-0.998834983022615,7,White,NA,,"$20,000 to $29,999",80,NA,60,NA,I found this task fairly difficult but engaging. ,"After I made a choice, a message was displayed regarding the number of credits I had earned on that round. This message was colored red or blue, depending on area. I found this confusing for the first several trials, because when the next trial started immediately afterward, it also had a colored message. I finally hit my stride after several rounds, but I think I would have performed better if the 'credits earned' message had not been in color.","Yes, I will",passed,passed,14,9,11,13,6,6,0,6,0,6,339,35,9,2,15,65,91,98,85,4,3,3,Democrat,Republican
143,R_5DdKH7aCvl7JQFA,P308,24/02/2026 18:06,1131,52,Woman,,City,Rural,,2,Postgraduate degree,Democrat,,NA,Democrat,Not very strong,-2.21125154173327,20,-1.73293082213916,-1.48311397446812,50,50,34,31,Treatment,2,-2,NA,NA,Rarely,Often,NA,NA,NA,NA,0.118444762995176,0.516302921676853,0.516302921676853,0.118444762995176,0.3173738423360145,-0.39785815868167695,3.52122571598742,Democrat,0.315193078449933,-0.998834983022615,7,Black or African-American,NA,,"$30,000 to $39,999",100,NA,50,NA,Rewarding ,n/a,"Yes, I will",passed,passed,24,16,19,23,15,6,9,6,9,-3,349,1,0,50,0,99,100,50,100,4,3,3,Democrat,Republican
145,R_1yzgTQz3hJLM63L,P132,24/02/2026 18:07,1662,45,Man,,City,City,,5,Postgraduate degree,Republican,,NA,Republican,Strong,0.940344183934323,95,1.47206118227688,-0.248529144268722,3,96,5,100,Control,3,-1,NA,Sometimes,NA,NA,NA,NA,NA,NA,0.280590475879301,0.136854549899973,0.280590475879301,0.136854549899973,0.208722512889637,-0.14373592597932802,3.93088502741191,Republican,-0.337077824569511,0.293190368150917,9,White,NA,,"$150,000 or more",NA,NA,NA,NA,I found the task very engaing and great. While engaging in the tasks It felt like I was really working towrads making a difference in the world no matter who benefitted from my hard work. ,"Great and interesting study I must say,","Yes, I will",passed,passed,16,10,13,15,17,9,8,8,9,-1,292,5,93,8,2,95,7,92,98,5,2,4,Republican,Democrat
146,R_7fC5KxifAbWTFCO,P617,24/02/2026 18:08,842,65,Woman,,Rural area,Small-town,,1,"College, but not degree",Democrat,,NA,Democrat,Not very strong,-3.00965579223573,1,-1.00922295017424,-0.894511257314741,48,27,50,49,Treatment,4,0,NA,NA,Often,NA,NA,NA,NA,NA,0.165689810343807,0.142592683366375,0.142592683366375,0.165689810343807,0.154141246855091,0.023097126977431992,4.72322184439638,Republican,0.86447383888736,0.939203043737683,10,White,NA,,"$10,000 to $19,999",17,NA,64,NA,Itt was a simple task,no,"Yes, I will",passed,passed,16,10,13,15,16,9,7,9,7,2,397,1,0,1,1,99,100,99,99,5,1,5,Democrat,Republican
147,R_3pJowjsV2oqlePl,P257,24/02/2026 18:08,822,49,Woman,,Suburb,Suburb,,3,"College, but not degree",Republican,,NA,Republican,Not very strong,0.73023780222315,90,-1.73293082213916,-1.48311397446812,100,100,90,90,Treatment,3,-1,NA,NA,NA,NA,NA,Sometimes,Often,NA,0.255059407731336,0.143346377810578,0.255059407731336,0.143346377810578,0.19920289277095699,-0.11171302992075802,4.83519773002374,Democrat,0.658493553723325,0.939203043737683,10,White,NA,,"$10,000 to $19,999",NA,60,NA,90,motivating,Thank you for the study!,"Yes, I will",passed,passed,12,8,10,11,16,9,7,7,9,-2,379,0,1,20,0,100,99,80,100,5,1,5,Republican,Democrat
148,R_7gILJvRQKubXYER,P621,24/02/2026 18:09,627,27,Woman,,City,City,,3,4-year college degree,Democrat,,NA,Democrat,Not very strong,-2.58944302881339,11,-1.73293082213916,-1.48311397446812,50,50,50,50,Treatment,4,0,NA,NA,Often,NA,NA,NA,NA,NA,0.129839886574138,0.143049862217033,0.143049862217033,0.129839886574138,0.1364448743955855,-0.013209975642895,4.79056522146731,Republican,0.326636427625713,0.939203043737683,10,White,NA,,"Less than $10,000",0,NA,50,NA,I found it to be challenging.,No,"Yes, I will",passed,passed,24,16,19,23,18,9,9,9,9,0,350,0,0,50,0,100,100,50,100,5,1,5,Democrat,Republican
149,R_3dsF9H2o2gs4XmK,P224,24/02/2026 18:11,540,40,Woman,,Small town,City,,4,4-year college degree,Democrat,,NA,Democrat,Strong,-0.110187724621543,70,-0.0442791208876943,0.0875923404713159,70,21,60,71,Control,2,-2,Rarely,NA,NA,NA,NA,NA,NA,NA,0.931536133509916,0.740279968435103,0.740279968435103,0.931536133509916,0.8359080509725095,0.19125616507481302,4.10873252047816,Republican,0.898803886414699,0.293190368150917,9,White,NA,,"$90,000 to $99,999",NA,NA,NA,NA,,,"Yes, I will",passed,passed,28,18,22,27,7,4,3,4,3,1,400,0,0,0,0,100,100,100,100,5,2,4,Democrat,Republican
15,R_5fjQOBoOk7jzzVK,P368,24/02/2026 16:39,796,39,Man,,Suburb,Small-town,,2,4-year college degree,Democrat,,NA,Democrat,Strong,0.310025038800804,80,1.36867434342475,1.43942327318378,90,0,50,100,Treatment,2,-2,NA,NA,Rarely,Often,NA,NA,NA,NA,1.4628727573853,1.02069380270847,1.02069380270847,1.4628727573853,1.241783280046885,0.44217895467683,3.87041185296901,Republican,0.898803886414699,0.939203043737683,10,White,NA,,"$100,000 to $149,999",95,NA,5,NA,"It was an interesting reflection on how much work I was willing to put in to support democracy, regardless of which side might be helped politically.",,"Yes, I will",passed,passed,19,12,15,18,2,2,0,2,0,2,400,0,0,0,0,100,100,100,100,5,1,5,Democrat,Republican
150,R_3viByUzGirjlVNZ,P283,24/02/2026 18:11,1475,39,Man,,City,City,,4,4-year college degree,Republican,,NA,Republican,Strong,-0.404336659017185,63,-1.5261571444349,-1.29251373591318,63,69,61,67,Control,2,-2,NA,Rarely,NA,NA,NA,NA,NA,NA,0.129148812287835,0.148948048959885,0.129148812287835,0.148948048959885,0.13904843062386002,0.019799236672049997,4.70604254094035,Republican,0.8415871405358,0.939203043737683,10,Black or African-American,NA,,"$100,000 to $149,999",NA,NA,NA,NA,I found the task purposeful.,No,"Yes, I will",passed,passed,23,15,18,22,17,8,9,9,8,1,395,2,1,0,2,98,99,100,98,5,1,5,Republican,Democrat
151,R_5Rx7RDoooNYHvM1,P343,24/02/2026 18:11,970,32,Woman,,Small town,Suburb,,5,Postgraduate degree,Republican,,NA,Republican,Strong,0.0158761044051612,73,-1.73293082213916,-1.48311397446812,82,82,77,65,Control,3,-1,NA,Sometimes,NA,NA,NA,NA,NA,NA,1.07510462174699,0.928182361122693,1.07510462174699,0.928182361122693,1.0016434914348415,-0.14692226062429692,2.4845927274685,Republican,-2.07646689928803,0.293190368150917,9,White,NA,,"$30,000 to $39,999",NA,NA,NA,NA,"“I found the task interesting and thought-provoking, as it made me consider how my choices could support different organizations promoting democratic engagement.”",good,"Yes, I will",passed,passed,12,8,10,11,5,3,2,2,3,-1,140,38,74,80,68,62,26,20,32,5,2,4,Republican,Democrat
152,R_51bdPxeo7cwUXwo,P291,24/02/2026 18:11,822,26,Man,,Rural area,Small-town,,2,"College, but not degree",Democrat,,NA,Democrat,Not very strong,-0.950613251466235,50,-0.699062433617853,-0.546942398089362,65,35,50,80,Control,1,-3,Almost never,NA,NA,NA,NA,NA,NA,NA,1.50419689384099,1.41024728163036,1.41024728163036,1.50419689384099,1.457222087735675,0.09394961221063003,5.46297534771712,Republican,0.8415871405358,0.293190368150917,9,White,NA,,"$30,000 to $39,999",NA,NA,NA,NA,Indifferent,,"Yes, I will",passed,passed,31,20,25,29,0,0,0,0,0,0,395,0,0,5,0,100,100,95,100,5,2,4,Democrat,Republican
154,R_7dYZgphLYsAmQT6,P612,24/02/2026 18:13,598,38,Man,,Suburb,Suburb,,4,4-year college degree,Democrat,,NA,Democrat,Strong,0.268003762458569,79,1.64437258036377,2.13651343036431,99,1,79,96,Treatment,4,0,NA,NA,Often,NA,NA,NA,NA,NA,0.449556270369892,0.125447185697773,0.125447185697773,0.449556270369892,0.2875017280338325,0.32410908467211896,2.64690362571442,Republican,-2.83172794488949,-1.64484765860938,6,White,NA,,"$60,000 to $69,999",80,NA,81,NA,it was fun,I accidentally clicked agree instead of strongly agree on the last attention check,"Yes, I will",passed,failed,28,18,22,27,16,9,7,9,7,2,74,81,84,81,80,19,16,19,20,4,4,2,Democrat,Republican
155,R_1ixpWh6GWrNBUQm,P92,24/02/2026 18:13,1502,25,Man,,City,City,,3,4-year college degree,Republican,,NA,Republican,Not very strong,-0.404336659017185,63,-1.31938346673063,-1.09066804731394,71,83,55,88,Treatment,2,-2,NA,NA,NA,NA,NA,Rarely,Often,NA,0.129611562431289,0.145485813596336,0.129611562431289,0.145485813596336,0.13754868801381248,0.01587425116504701,4.76255874499736,Republican,-0.337077824569511,-0.998834983022615,7,White,NA,,"$50,000 to $59,999",NA,86,NA,48,interesting,no,"Yes, I will",passed,passed,14,9,11,13,16,7,9,9,7,2,292,39,22,27,20,61,78,73,80,5,4,2,Republican,Democrat
156,R_7DHV88ndzSQCJy6,P569,24/02/2026 18:14,1125,67,Woman,,Small town,Small-town,,3,2-year college degree,Democrat,,NA,Democrat,Strong,1.10842928930326,99,-0.216590518974578,-0.0247438266935393,91,47,81,61,Control,2,-2,Rarely,NA,NA,NA,NA,NA,NA,NA,0.73890924324824,0.760294663269413,0.760294663269413,0.73890924324824,0.7496019532588265,-0.02138542002117294,2.93062774977282,Republican,0.818700442184241,0.939203043737683,10,White,NA,,"$20,000 to $29,999",NA,NA,NA,NA,I could not click more than 14 boxes in the amount of time,,"Yes, I will",passed,passed,21,14,17,20,6,3,3,3,3,0,393,0,3,3,1,100,97,97,99,5,1,5,Democrat,Republican
157,R_3E9zaOgmFDxC2Ez,P167,24/02/2026 18:17,1231,66,Man,,Suburb,Suburb,,3,4-year college degree,Republican,,NA,Republican,Not very strong,-0.908591975124001,51,0.12803227719919,-0.420846141825541,17,71,35,18,Control,2,-2,NA,Rarely,NA,NA,NA,NA,NA,NA,0.261366455157894,0.123631268554747,0.261366455157894,0.123631268554747,0.19249886185632048,-0.137735186603147,2.47179324290812,Republican,0.189316237516356,-0.352822307435849,8,White,NA,,"$40,000 to $49,999",NA,NA,NA,NA,I can get this done in my community ,None,"Yes, I will",passed,passed,30,20,24,29,16,9,7,7,9,-2,338,12,17,14,19,88,83,86,81,5,3,3,Republican,Democrat
158,R_5XcJRChemEksGt3,P351,24/02/2026 18:18,642,25,Man,,City,Small-town,,2,4-year college degree,Democrat,,NA,Democrat,Strong,-0.194230277306012,68,-0.182128239357201,0.017429248157645,64,19,72,69,Control,2,-2,Rarely,NA,NA,NA,NA,NA,NA,NA,1.24576935710551,0.199278120621766,0.199278120621766,1.24576935710551,0.722523738863638,1.046491236483744,3.01501475187565,Republican,0.704266950426444,0.293190368150917,9,White,NA,,"$60,000 to $69,999",NA,NA,NA,NA,Compelling. ,Nope! ,"Yes, I will",passed,passed,16,10,13,15,10,8,2,8,2,6,383,13,1,1,2,87,99,99,98,5,2,4,Democrat,Republican
159,R_3LDmFmVcm3ovkrf,P178,24/02/2026 18:18,1058,47,Woman,,Small town,City,,4,4-year college degree,Republican,,NA,Republican,Strong,0.478110144169742,84,-1.28492118711326,-1.03976884090694,82,95,67,82,Treatment,3,-1,NA,NA,NA,NA,NA,Sometimes,Often,NA,0.515758869510401,0.460791228082784,0.515758869510401,0.460791228082784,0.48827504879659245,-0.05496764142761695,4.54838376941162,Democrat,-2.545644215495,-0.998834983022615,7,White,NA,,"$100,000 to $149,999",NA,82,NA,73,very great,no,"Yes, I will",passed,failed,39,25,31,37,11,6,5,5,6,-1,99,74,82,76,69,26,18,24,31,5,4,2,Republican,Democrat
16,R_3YX20gkKfaTuCEJ,P206,24/02/2026 16:39,842,70,Woman,,Rural area,Suburb,,1,2-year college degree,Democrat,,NA,Democrat,Not very strong,0.310025038800804,80,1.02405154725099,1.11469691233357,80,0,50,100,Control,1,-3,Almost never,NA,NA,NA,NA,NA,NA,NA,1.29049860095886,0.733149544990534,0.733149544990534,1.29049860095886,1.011824072974697,0.557349055968326,2.21629686979054,Republican,0.898803886414699,0.939203043737683,10,White,NA,,"$40,000 to $49,999",NA,NA,NA,NA,"The task was okay, just a bit tiring clicking all those boxes.",no,"Yes, I will",passed,passed,21,14,17,20,6,5,1,5,1,4,400,0,0,0,0,100,100,100,100,5,1,5,Democrat,Republican
160,R_1k8erQb0NY1aNdD,P96,24/02/2026 18:18,1694,60,Woman,,City,Rural,,4,High school,Republican,,NA,Republican,Strong,0.520131420511977,85,-1.56061942405227,-1.30022067422986,85,90,85,85,Control,2,-2,NA,Rarely,NA,NA,NA,NA,NA,NA,0.129988848524499,0.143155343691271,0.129988848524499,0.143155343691271,0.136572096107885,0.013166495166772013,4.78429999624449,Democrat,0.85303048971158,0.939203043737683,10,White,NA,,"$10,000 to $19,999",NA,NA,NA,NA,I enjoyed being able to do that,no,"Yes, I will",passed,passed,14,9,11,13,16,8,8,8,8,0,396,1,1,1,1,99,99,99,99,5,1,5,Republican,Democrat
161,R_3eQVg7pf2t6vb65,P227,24/02/2026 18:18,906,25,Man,,City,City,,2,Postgraduate degree,Republican,,NA,Republican,Not very strong,-1.37082601488858,40,-1.5261571444349,-1.31914924538785,54,60,59,39,Treatment,3,-1,NA,NA,NA,NA,NA,Sometimes,Often,NA,0.429354613371695,0.33830703400623,0.429354613371695,0.33830703400623,0.3838308236889625,-0.09104757936546498,4.46676096064694,Republican,0.235089634219475,-0.352822307435849,8,White,NA,,"$100,000 to $149,999",NA,40,NA,35,I think it was nice to put my effort into drawing attention to voting and hopefully getting more people to use their voice for change.,"Nothing to add, thanks","Yes, I will",passed,passed,25,16,20,24,13,7,6,6,7,-1,342,14,20,15,9,86,80,85,91,4,2,4,Republican,Democrat
162,R_7snVjtDU28uDlq8,P655,24/02/2026 18:21,557,50,Woman,,City,Rural,,2,4-year college degree,Democrat,,NA,Democrat,Not very strong,-0.36231538267495,64,-0.699062433617853,-0.774834629370013,62,32,22,80,Control,3,-1,Sometimes,NA,NA,NA,NA,NA,NA,NA,0.135436498642308,0.142516719666801,0.142516719666801,0.135436498642308,0.1389766091545545,-0.007080221024492989,4.71616587930326,Republican,0.898803886414699,0.939203043737683,10,White,NA,,"$30,000 to $39,999",NA,NA,NA,NA,I thought it was ok. I would rather help get anyone to vote instead of people just sitting back and complaining later,,"Yes, I will",passed,passed,26,17,21,25,17,9,8,9,8,1,400,0,0,0,0,100,100,100,100,5,1,5,Democrat,Republican
163,R_6FhK3fgI2ZJYhLr,P457,24/02/2026 18:23,993,27,Woman,,Suburb,Suburb,,4,Postgraduate degree,Democrat,,NA,Democrat,Not very strong,-0.950613251466235,50,0.33480595490345,0.511041391401124,70,10,70,70,Control,1,-3,Almost never,NA,NA,NA,NA,NA,NA,NA,0.441371524816098,0.420505369862706,0.420505369862706,0.441371524816098,0.430938447339402,0.020866154953392002,5.09523083242924,Republican,0.898803886414699,0.939203043737683,10,White,NA,,"$40,000 to $49,999",NA,NA,NA,NA,Interesting,No,"Yes, I will",passed,passed,34,22,27,32,12,6,6,6,6,0,400,0,0,0,0,100,100,100,100,5,1,5,Democrat,Republican
164,R_60woRPpaOnDRoKu,P417,24/02/2026 18:23,950,27,Woman,,Suburb,Suburb,,3,Less than high school,Democrat,,NA,Democrat,Strong,0.436088867827507,83,1.26528750457262,1.50521146840039,95,8,90,64,Treatment,2,-2,NA,NA,Rarely,Often,NA,NA,NA,NA,0.12984007941005,0.143049609901647,0.143049609901647,0.12984007941005,0.1364448446558485,-0.01320953049159701,4.79056739932821,Independent,0.555503411141307,-0.352822307435849,8,White,"Hispanic, Latino, or Spanish origin",,"Less than $10,000",98,NA,50,NA,Intriguing,The study was interesting and engaging.,"Yes, I will",passed,passed,23,15,18,22,18,9,9,9,9,0,370,0,30,0,0,100,70,100,100,4,2,4,Democrat,Republican
165,R_3qyJpyt477qpuXn,P264,24/02/2026 18:24,1566,48,Woman,,Suburb,Suburb,,1,2-year college degree,Democrat,,NA,Democrat,Not very strong,-0.698485593412827,56,-0.699062433617853,-0.797683963857886,63,33,50,24,Treatment,2,-2,NA,NA,Rarely,Often,NA,NA,NA,NA,1.38612189697349,0.225265282554971,0.225265282554971,1.38612189697349,0.8056935897642306,1.160856614418519,3.50941054318802,Republican,0.750040347129563,0.293190368150917,9,White,NA,,"$50,000 to $59,999",54,NA,83,NA,,,"Yes, I will",passed,passed,19,12,15,18,7,6,1,6,1,5,387,8,0,5,0,92,100,95,100,4,1,5,Democrat,Republican
166,R_7NfsKTrMTf7XAeB,P584,24/02/2026 18:24,2190,29,Man,,City,City,,5,High school,Democrat,,NA,Democrat,Not very strong,-1.95912388367987,26,-1.73293082213916,-1.48311397446812,100,100,100,100,Control,4,0,Often,NA,NA,NA,NA,NA,NA,NA,0.131717621775631,0.142954566084603,0.142954566084603,0.131717621775631,0.137336093930117,-0.011236944308971986,4.77026202129133,Republican,0.898803886414699,0.939203043737683,10,White,NA,,"$20,000 to $29,999",NA,NA,NA,NA,Very interested,,"Yes, I will",passed,passed,36,23,29,34,15,8,7,8,7,1,400,0,0,0,0,100,100,100,100,5,1,5,Democrat,Republican
